Año,Enfermedad,Casos,Delegacion
2001,Hipertension,100001,San Luis Potosí
2001,Hipertension,245492,Sinaloa
2001,Hipertension,195850,Sonora
2001,Hipertension,78804,Tabasco
2001,Hipertension,250463,Tamaulipas
2001,Hipertension,58139,Tlaxcala
2001,Hipertension,357408,Veracruz
2001,Hipertension,142265,Yucatán
2001,Hipertension,73999,Zacatecas
2002,Hipertension,96843,Aguascalientes
2002,Hipertension,190848,Baja California
2002,Hipertension,36716,Baja California Sur
2002,Hipertension,47164,Campeche
2002,Hipertension,300429,Coahuila
2002,Hipertension,43538,Colima
2002,Hipertension,103264,Chiapas
2002,Hipertension,312059,Chihuahua
2002,Hipertension,844844,Distrito Federal
2002,Hipertension,125677,Durango
2002,Hipertension,270903,Guanajuato
2002,Hipertension,114956,Guerrero
2002,Hipertension,74449,Hidalgo
2002,Hipertension,492549,Jalisco
2002,Hipertension,741722,México
2002,Hipertension,188558,Michoacán
2002,Hipertension,92730,Morelos
2002,Hipertension,64258,Nayarit
2002,Hipertension,514789,Nuevo León
2002,Hipertension,85764,Oaxaca
2002,Hipertension,211236,Puebla
2002,Hipertension,90888,Querétaro
2002,Hipertension,59327,Quintana Roo
2002,Hipertension,141515,San Luis Potosí
2002,Hipertension,229446,Sinaloa
2002,Hipertension,232402,Sonora
2002,Hipertension,74711,Tabasco
2002,Hipertension,270038,Tamaulipas
2002,Hipertension,65877,Tlaxcala
2002,Hipertension,349095,Veracruz
2002,Hipertension,152250,Yucatán
2002,Hipertension,70249,Zacatecas
2003,Hipertension,129778,Aguascalientes
2003,Hipertension,285235,Baja California
2003,Hipertension,44330,Baja California Sur
2003,Hipertension,70308,Campeche
2003,Hipertension,470890,Coahuila
2003,Hipertension,63057,Colima
2003,Hipertension,128826,Chiapas
2003,Hipertension,379003,Chihuahua
2003,Hipertension,1233077,Distrito Federal
2003,Hipertension,157294,Durango
2003,Hipertension,369268,Guanajuato
2003,Hipertension,145135,Guerrero
2003,Hipertension,171127,Hidalgo
2003,Hipertension,661998,Jalisco
2003,Hipertension,1042103,México
2003,Hipertension,293055,Michoacán
2003,Hipertension,123194,Morelos
2003,Hipertension,63947,Nayarit
2003,Hipertension,661514,Nuevo León
2003,Hipertension,75068,Oaxaca
2003,Hipertension,247998,Puebla
2003,Hipertension,243883,Querétaro
2003,Hipertension,111093,Quintana Roo
2003,Hipertension,199536,San Luis Potosí
2003,Hipertension,298158,Sinaloa
2003,Hipertension,262850,Sonora
2003,Hipertension,97669,Tabasco
2003,Hipertension,299629,Tamaulipas
2003,Hipertension,60180,Tlaxcala
2003,Hipertension,546747,Veracruz
2003,Hipertension,203293,Yucatán
2003,Hipertension,64935,Zacatecas
2004,Hipertension,528131,Aguascalientes
2004,Hipertension,1266539,Baja California
2004,Hipertension,366581,Baja California Sur
2004,Hipertension,334545,Campeche
2004,Hipertension,1763803,Coahuila
2004,Hipertension,284193,Colima
2004,Hipertension,527968,Chiapas
2004,Hipertension,1779298,Chihuahua
2004,Hipertension,3922367,Distrito Federal
2004,Hipertension,674984,Durango
2004,Hipertension,1700198,Guanajuato
2004,Hipertension,502504,Guerrero
2004,Hipertension,617061,Hidalgo
2004,Hipertension,2899975,Jalisco
2004,Hipertension,4103906,México
2004,Hipertension,1056693,Michoacán
2004,Hipertension,664657,Morelos
2004,Hipertension,337912,Nayarit
2004,Hipertension,1884665,Nuevo León
2004,Hipertension,509397,Oaxaca
2004,Hipertension,1569263,Puebla
2004,Hipertension,690237,Querétaro
2004,Hipertension,513706,Quintana Roo
2004,Hipertension,962247,San Luis Potosí
2004,Hipertension,1727005,Sinaloa
2004,Hipertension,992985,Sonora
2004,Hipertension,306731,Tabasco
2004,Hipertension,1241757,Tamaulipas
2004,Hipertension,321873,Tlaxcala
2004,Hipertension,2603647,Veracruz
2004,Hipertension,950295,Yucatán
2004,Hipertension,460406,Zacatecas
2005,Hipertension,96980,Aguascalientes
2005,Hipertension,249067,Baja California
2005,Hipertension,56855,Baja California Sur
2005,Hipertension,63340,Campeche
2005,Hipertension,365864,Coahuila
2005,Hipertension,62070,Colima
2005,Hipertension,105163,Chiapas
2005,Hipertension,332970,Chihuahua
2005,Hipertension,893644,Distrito Federal
2005,Hipertension,135165,Durango
2005,Hipertension,342812,Guanajuato
2005,Hipertension,133060,Guerrero
2005,Hipertension,113442,Hidalgo
2005,Hipertension,594718,Jalisco
2005,Hipertension,909541,México
2005,Hipertension,206967,Michoacán
2005,Hipertension,131621,Morelos
2005,Hipertension,80105,Nayarit
2005,Hipertension,470580,Nuevo León
2005,Hipertension,94893,Oaxaca
2005,Hipertension,294468,Puebla
2005,Hipertension,127207,Querétaro
2005,Hipertension,92974,Quintana Roo
2005,Hipertension,170277,San Luis Potosí
2005,Hipertension,286875,Sinaloa
2005,Hipertension,221904,Sonora
2005,Hipertension,72304,Tabasco
2005,Hipertension,249222,Tamaulipas
2005,Hipertension,64125,Tlaxcala
2005,Hipertension,552339,Veracruz
2005,Hipertension,198204,Yucatán
2005,Hipertension,95571,Zacatecas
2006,Hipertension,104359,Aguascalientes
2006,Hipertension,266435,Baja California
2006,Hipertension,64864,Baja California Sur
2006,Hipertension,67416,Campeche
2006,Hipertension,362275,Coahuila
2006,Hipertension,62670,Colima
2006,Hipertension,113461,Chiapas
2006,Hipertension,333521,Chihuahua
2006,Hipertension,822081,Distrito Federal
2006,Hipertension,135180,Durango
2006,Hipertension,363322,Guanajuato
2006,Hipertension,140123,Guerrero
2006,Hipertension,113198,Hidalgo
2006,Hipertension,606756,Jalisco
2006,Hipertension,941696,México
2006,Hipertension,204467,Michoacán
2006,Hipertension,127308,Morelos
2006,Hipertension,84515,Nayarit
2006,Hipertension,538905,Nuevo León
2006,Hipertension,93439,Oaxaca
2006,Hipertension,284798,Puebla
2006,Hipertension,129073,Querétaro
2006,Hipertension,107562,Quintana Roo
2006,Hipertension,163067,San Luis Potosí
2006,Hipertension,280789,Sinaloa
2006,Hipertension,231914,Sonora
2006,Hipertension,79210,Tabasco
2006,Hipertension,287269,Tamaulipas
2006,Hipertension,63408,Tlaxcala
2006,Hipertension,518215,Veracruz
2006,Hipertension,194859,Yucatán
2006,Hipertension,78096,Zacatecas
2007,Hipertension,65613,Aguascalientes
2007,Hipertension,192236,Baja California
2007,Hipertension,41888,Baja California Sur
2007,Hipertension,42206,Campeche
2007,Hipertension,225518,Coahuila
2007,Hipertension,39920,Colima
2007,Hipertension,116521,Chiapas
2007,Hipertension,197576,Chihuahua
2007,Hipertension,559010,Distrito Federal
2007,Hipertension,99159,Durango
2007,Hipertension,294177,Guanajuato
2007,Hipertension,136487,Guerrero
2007,Hipertension,72235,Hidalgo
2007,Hipertension,471647,Jalisco
2007,Hipertension,638148,México
2007,Hipertension,180419,Michoacán
2007,Hipertension,78212,Morelos
2007,Hipertension,72446,Nayarit
2007,Hipertension,286572,Nuevo León
2007,Hipertension,55098,Oaxaca
2007,Hipertension,160158,Puebla
2007,Hipertension,108082,Querétaro
2007,Hipertension,77033,Quintana Roo
2007,Hipertension,124622,San Luis Potosí
2007,Hipertension,137501,Sinaloa
2007,Hipertension,162501,Sonora
2007,Hipertension,58134,Tabasco
2007,Hipertension,183559,Tamaulipas
2007,Hipertension,47377,Tlaxcala
2007,Hipertension,381934,Veracruz
2007,Hipertension,105264,Yucatán
2007,Hipertension,37293,Zacatecas
2008,Hipertension,110398,Aguascalientes
2008,Hipertension,274282,Baja California
2008,Hipertension,61282,Baja California Sur
2008,Hipertension,36929,Campeche
2008,Hipertension,264607,Coahuila
2008,Hipertension,50683,Colima
2008,Hipertension,151370,Chiapas
2008,Hipertension,210369,Chihuahua
2008,Hipertension,954031,Distrito Federal
2008,Hipertension,104142,Durango
2008,Hipertension,304577,Guanajuato
2008,Hipertension,139248,Guerrero
2008,Hipertension,74451,Hidalgo
2008,Hipertension,602171,Jalisco
2008,Hipertension,666577,México
2008,Hipertension,230012,Michoacán
2008,Hipertension,86849,Morelos
2008,Hipertension,66017,Nayarit
2008,Hipertension,501691,Nuevo León
2008,Hipertension,82596,Oaxaca
2008,Hipertension,313852,Puebla
2008,Hipertension,170312,Querétaro
2008,Hipertension,76046,Quintana Roo
2008,Hipertension,171143,San Luis Potosí
2008,Hipertension,167353,Sinaloa
2008,Hipertension,195494,Sonora
2008,Hipertension,72430,Tabasco
2008,Hipertension,241111,Tamaulipas
2008,Hipertension,52155,Tlaxcala
2008,Hipertension,448034,Veracruz
2008,Hipertension,126560,Yucatán
2008,Hipertension,37065,Zacatecas
2009,Hipertension,120258,Aguascalientes
2009,Hipertension,246063,Baja California
2009,Hipertension,62594,Baja California Sur
2009,Hipertension,39969,Campeche
2009,Hipertension,289983,Coahuila
2009,Hipertension,60331,Colima
2009,Hipertension,170919,Chiapas
2009,Hipertension,229386,Chihuahua
2009,Hipertension,1068104,Distrito Federal
2009,Hipertension,146280,Durango
2009,Hipertension,379942,Guanajuato
2009,Hipertension,158133,Guerrero
2009,Hipertension,78427,Hidalgo
2009,Hipertension,517668,Jalisco
2009,Hipertension,764422,México
2009,Hipertension,215660,Michoacán
2009,Hipertension,127784,Morelos
2009,Hipertension,64575,Nayarit
2009,Hipertension,557365,Nuevo León
2009,Hipertension,73218,Oaxaca
2009,Hipertension,340171,Puebla
2009,Hipertension,141763,Querétaro
2009,Hipertension,102298,Quintana Roo
2009,Hipertension,168704,San Luis Potosí
2009,Hipertension,200090,Sinaloa
2009,Hipertension,231844,Sonora
2009,Hipertension,69749,Tabasco
2009,Hipertension,261861,Tamaulipas
2009,Hipertension,58929,Tlaxcala
2009,Hipertension,414932,Veracruz
2009,Hipertension,146282,Yucatán
2009,Hipertension,43722,Zacatecas
2010,Hipertension,140893,Aguascalientes
2010,Hipertension,312758,Baja California
2010,Hipertension,92767,Baja California Sur
2010,Hipertension,67600,Campeche
2010,Hipertension,340710,Coahuila
2010,Hipertension,71544,Colima
2010,Hipertension,178676,Chiapas
2010,Hipertension,251176,Chihuahua
2010,Hipertension,1053685,Distrito Federal
2010,Hipertension,196668,Durango
2010,Hipertension,402472,Guanajuato
2010,Hipertension,157374,Guerrero
2010,Hipertension,102512,Hidalgo
2010,Hipertension,650256,Jalisco
2010,Hipertension,1002526,México
2010,Hipertension,212781,Michoacán
2010,Hipertension,183185,Morelos
2010,Hipertension,83034,Nayarit
2010,Hipertension,756967,Nuevo León
2010,Hipertension,95617,Oaxaca
2010,Hipertension,390937,Puebla
2010,Hipertension,156731,Querétaro
2010,Hipertension,105165,Quintana Roo
2010,Hipertension,194530,San Luis Potosí
2010,Hipertension,231808,Sinaloa
2010,Hipertension,233885,Sonora
2010,Hipertension,74439,Tabasco
2010,Hipertension,371127,Tamaulipas
2010,Hipertension,63026,Tlaxcala
2010,Hipertension,498679,Veracruz
2010,Hipertension,171719,Yucatán
2010,Hipertension,56585,Zacatecas
2011,Hipertension,163207,Aguascalientes
2011,Hipertension,391910,Baja California
2011,Hipertension,96239,Baja California Sur
2011,Hipertension,69687,Campeche
2011,Hipertension,390250,Coahuila
2011,Hipertension,82829,Colima
2011,Hipertension,170402,Chiapas
2011,Hipertension,349362,Chihuahua
2011,Hipertension,1214083,Distrito Federal
2011,Hipertension,253164,Durango
2011,Hipertension,412091,Guanajuato
2011,Hipertension,166615,Guerrero
2011,Hipertension,140287,Hidalgo
2011,Hipertension,792121,Jalisco
2011,Hipertension,1279215,México
2011,Hipertension,225902,Michoacán
2011,Hipertension,204615,Morelos
2011,Hipertension,110108,Nayarit
2011,Hipertension,836729,Nuevo León
2011,Hipertension,127169,Oaxaca
2011,Hipertension,392399,Puebla
2011,Hipertension,176531,Querétaro
2011,Hipertension,82951,Quintana Roo
2011,Hipertension,204998,San Luis Potosí
2011,Hipertension,334832,Sinaloa
2011,Hipertension,296642,Sonora
2011,Hipertension,72047,Tabasco
2011,Hipertension,364551,Tamaulipas
2011,Hipertension,71132,Tlaxcala
2011,Hipertension,521952,Veracruz
2011,Hipertension,183302,Yucatán
2011,Hipertension,61190,Zacatecas
2012,Hipertension,196970,Aguascalientes
2012,Hipertension,538757,Baja California
2012,Hipertension,115209,Baja California Sur
2012,Hipertension,77536,Campeche
2012,Hipertension,441006,Coahuila
2012,Hipertension,101134,Colima
2012,Hipertension,179945,Chiapas
2012,Hipertension,428073,Chihuahua
2012,Hipertension,1346485,Distrito Federal
2012,Hipertension,279808,Durango
2012,Hipertension,441834,Guanajuato
2012,Hipertension,161940,Guerrero
2012,Hipertension,175334,Hidalgo
2012,Hipertension,915947,Jalisco
2012,Hipertension,1632639,México
2012,Hipertension,260343,Michoacán
2012,Hipertension,207423,Morelos
2012,Hipertension,116921,Nayarit
2012,Hipertension,956185,Nuevo León
2012,Hipertension,129013,Oaxaca
2012,Hipertension,384041,Puebla
2012,Hipertension,181138,Querétaro
2012,Hipertension,100259,Quintana Roo
2012,Hipertension,216483,San Luis Potosí
2012,Hipertension,385231,Sinaloa
2012,Hipertension,347072,Sonora
2012,Hipertension,106256,Tabasco
2012,Hipertension,391494,Tamaulipas
2012,Hipertension,78068,Tlaxcala
2012,Hipertension,606709,Veracruz
2012,Hipertension,223212,Yucatán
2012,Hipertension,60976,Zacatecas
2013,Hipertension,168933,Aguascalientes
2013,Hipertension,527778,Baja California
2013,Hipertension,121762,Baja California Sur
2013,Hipertension,85037,Campeche
2013,Hipertension,448588,Coahuila
2013,Hipertension,87020,Colima
2013,Hipertension,183905,Chiapas
2013,Hipertension,424368,Chihuahua
2013,Hipertension,1388108,Distrito Federal
2013,Hipertension,275521,Durango
2013,Hipertension,414109,Guanajuato
2013,Hipertension,159840,Guerrero
2013,Hipertension,171493,Hidalgo
2013,Hipertension,954070,Jalisco
2013,Hipertension,1585014,México
2013,Hipertension,253864,Michoacán
2013,Hipertension,191004,Morelos
2013,Hipertension,121193,Nayarit
2013,Hipertension,1082555,Nuevo León
2013,Hipertension,122572,Oaxaca
2013,Hipertension,374821,Puebla
2013,Hipertension,186990,Querétaro
2013,Hipertension,102974,Quintana Roo
2013,Hipertension,229295,San Luis Potosí
2013,Hipertension,402451,Sinaloa
2013,Hipertension,359681,Sonora
2013,Hipertension,115702,Tabasco
2013,Hipertension,461172,Tamaulipas
2013,Hipertension,75209,Tlaxcala
2013,Hipertension,564230,Veracruz
2013,Hipertension,210121,Yucatán
2013,Hipertension,61687,Zacatecas
2014,Hipertension,176456,Aguascalientes
2014,Hipertension,509785,Baja California
2014,Hipertension,103563,Baja California Sur
2014,Hipertension,81052,Campeche
2014,Hipertension,394544,Coahuila
2014,Hipertension,93106,Colima
2014,Hipertension,180896,Chiapas
2014,Hipertension,413624,Chihuahua
2014,Hipertension,1335567,Distrito Federal
2014,Hipertension,209617,Durango
2014,Hipertension,334067,Guanajuato
2014,Hipertension,157145,Guerrero
2014,Hipertension,163800,Hidalgo
2014,Hipertension,922120,Jalisco
2014,Hipertension,1475568,México
2014,Hipertension,230561,Michoacán
2014,Hipertension,155791,Morelos
2014,Hipertension,119546,Nayarit
2014,Hipertension,1041159,Nuevo León
2014,Hipertension,127181,Oaxaca
2014,Hipertension,338234,Puebla
2014,Hipertension,185287,Querétaro
2014,Hipertension,113085,Quintana Roo
2014,Hipertension,283207,San Luis Potosí
2014,Hipertension,315301,Sinaloa
2014,Hipertension,323917,Sonora
2014,Hipertension,107178,Tabasco
2014,Hipertension,445122,Tamaulipas
2014,Hipertension,76631,Tlaxcala
2014,Hipertension,515315,Veracruz
2014,Hipertension,207178,Yucatán
2014,Hipertension,62210,Zacatecas
2015,Hipertension,201410,Aguascalientes
2015,Hipertension,566390,Baja California
2015,Hipertension,97565,Baja California Sur
2015,Hipertension,85993,Campeche
2015,Hipertension,464005,Coahuila
2015,Hipertension,98868,Colima
2015,Hipertension,204783,Chiapas
2015,Hipertension,416534,Chihuahua
2015,Hipertension,1557804,Distrito Federal
2015,Hipertension,199834,Durango
2015,Hipertension,326205,Guanajuato
2015,Hipertension,183165,Guerrero
2015,Hipertension,166998,Hidalgo
2015,Hipertension,969930,Jalisco
2015,Hipertension,1585422,México
2015,Hipertension,287868,Michoacán
2015,Hipertension,111280,Morelos
2015,Hipertension,134709,Nayarit
2015,Hipertension,1183004,Nuevo León
2015,Hipertension,133215,Oaxaca
2015,Hipertension,535152,Puebla
2015,Hipertension,186260,Querétaro
2015,Hipertension,153642,Quintana Roo
2015,Hipertension,306467,San Luis Potosí
2015,Hipertension,369367,Sinaloa
2015,Hipertension,396684,Sonora
2015,Hipertension,131834,Tabasco
2015,Hipertension,472063,Tamaulipas
2015,Hipertension,83669,Tlaxcala
2015,Hipertension,733536,Veracruz
2015,Hipertension,226953,Yucatán
2015,Hipertension,69607,Zacatecas
2016,Hipertension,194528,Aguascalientes
2016,Hipertension,497872,Baja California
2016,Hipertension,109267,Baja California Sur
2016,Hipertension,102531,Campeche
2016,Hipertension,494213,Coahuila
2016,Hipertension,104281,Colima
2016,Hipertension,196324,Chiapas
2016,Hipertension,441229,Chihuahua
2016,Hipertension,1625145,Distrito Federal
2016,Hipertension,205215,Durango
2016,Hipertension,352408,Guanajuato
2016,Hipertension,183311,Guerrero
2016,Hipertension,153793,Hidalgo
2016,Hipertension,955150,Jalisco
2016,Hipertension,1396229,México
2016,Hipertension,304004,Michoacán
2016,Hipertension,153207,Morelos
2016,Hipertension,123136,Nayarit
2016,Hipertension,1230447,Nuevo León
2016,Hipertension,135765,Oaxaca
2016,Hipertension,476164,Puebla
2016,Hipertension,191887,Querétaro
2016,Hipertension,215811,Quintana Roo
2016,Hipertension,321375,San Luis Potosí
2016,Hipertension,380072,Sinaloa
2016,Hipertension,374011,Sonora
2016,Hipertension,156694,Tabasco
2016,Hipertension,488045,Tamaulipas
2016,Hipertension,92242,Tlaxcala
2016,Hipertension,716992,Veracruz
2016,Hipertension,244647,Yucatán
2016,Hipertension,55866,Zacatecas
2017,Hipertension,211310,Aguascalientes
2017,Hipertension,546495,Baja California
2017,Hipertension,101991,Baja California Sur
2017,Hipertension,94881,Campeche
2017,Hipertension,516598,Coahuila
2017,Hipertension,109007,Colima
2017,Hipertension,192911,Chiapas
2017,Hipertension,406442,Chihuahua
2017,Hipertension,1659190,Distrito Federal
2017,Hipertension,207568,Durango
2017,Hipertension,326085,Guanajuato
2017,Hipertension,164406,Guerrero
2017,Hipertension,150396,Hidalgo
2017,Hipertension,953661,Jalisco
2017,Hipertension,1352948,México
2017,Hipertension,291359,Michoacán
2017,Hipertension,141104,Morelos
2017,Hipertension,115046,Nayarit
2017,Hipertension,1323796,Nuevo León
2017,Hipertension,132630,Oaxaca
2017,Hipertension,425160,Puebla
2017,Hipertension,204998,Querétaro
2017,Hipertension,200579,Quintana Roo
2017,Hipertension,310434,San Luis Potosí
2017,Hipertension,367065,Sinaloa
2017,Hipertension,383108,Sonora
2017,Hipertension,151328,Tabasco
2017,Hipertension,437818,Tamaulipas
2017,Hipertension,88358,Tlaxcala
2017,Hipertension,733011,Veracruz
2017,Hipertension,228147,Yucatán
2017,Hipertension,65478,Zacatecas
2018,Hipertension,185357,Aguascalientes
2018,Hipertension,512157,Baja California
2018,Hipertension,105735,Baja California Sur
2018,Hipertension,79592,Campeche
2018,Hipertension,528650,Coahuila
2018,Hipertension,108561,Colima
2018,Hipertension,185940,Chiapas
2018,Hipertension,348219,Chihuahua
2018,Hipertension,1706648,Distrito Federal
2018,Hipertension,220172,Durango
2018,Hipertension,340449,Guanajuato
2018,Hipertension,149926,Guerrero
2018,Hipertension,106540,Hidalgo
2018,Hipertension,992035,Jalisco
2018,Hipertension,1265711,México
2018,Hipertension,280214,Michoacán
2018,Hipertension,147855,Morelos
2018,Hipertension,101418,Nayarit
2018,Hipertension,1230481,Nuevo León
2018,Hipertension,128741,Oaxaca
2018,Hipertension,411382,Puebla
2018,Hipertension,193087,Querétaro
2018,Hipertension,200660,Quintana Roo
2018,Hipertension,303288,San Luis Potosí
2018,Hipertension,352352,Sinaloa
2018,Hipertension,354032,Sonora
2018,Hipertension,150103,Tabasco
2018,Hipertension,441678,Tamaulipas
2018,Hipertension,89937,Tlaxcala
2018,Hipertension,683102,Veracruz
2018,Hipertension,231902,Yucatán
2018,Hipertension,66356,Zacatecas
2019,Hipertension,159131,Aguascalientes
2019,Hipertension,448345,Baja California
2019,Hipertension,97436,Baja California Sur
2019,Hipertension,77821,Campeche
2019,Hipertension,513810,Coahuila
2019,Hipertension,98161,Colima
2019,Hipertension,161560,Chiapas
2019,Hipertension,330930,Chihuahua
2019,Hipertension,1496012,Distrito Federal
2019,Hipertension,209530,Durango
2019,Hipertension,283916,Guanajuato
2019,Hipertension,150271,Guerrero
2019,Hipertension,155011,Hidalgo
2019,Hipertension,960147,Jalisco
2019,Hipertension,1238981,México
2019,Hipertension,269699,Michoacán
2019,Hipertension,152827,Morelos
2019,Hipertension,101101,Nayarit
2019,Hipertension,1324738,Nuevo León
2019,Hipertension,131877,Oaxaca
2019,Hipertension,437769,Puebla
2019,Hipertension,179526,Querétaro
2019,Hipertension,178072,Quintana Roo
2019,Hipertension,263558,San Luis Potosí
2019,Hipertension,342670,Sinaloa
2019,Hipertension,345042,Sonora
2019,Hipertension,143189,Tabasco
2019,Hipertension,426523,Tamaulipas
2019,Hipertension,88029,Tlaxcala
2019,Hipertension,679091,Veracruz
2019,Hipertension,209607,Yucatán
2019,Hipertension,60473,Zacatecas
2020,Hipertension,73165,Aguascalientes
2020,Hipertension,221926,Baja California
2020,Hipertension,41405,Baja California Sur
2020,Hipertension,44174,Campeche
2020,Hipertension,204411,Coahuila
2020,Hipertension,56776,Colima
2020,Hipertension,68202,Chiapas
2020,Hipertension,168534,Chihuahua
2020,Hipertension,875405,Distrito Federal
2020,Hipertension,116998,Durango
2020,Hipertension,149844,Guanajuato
2020,Hipertension,80979,Guerrero
2020,Hipertension,78444,Hidalgo
2020,Hipertension,525697,Jalisco
2020,Hipertension,743621,México
2020,Hipertension,137027,Michoacán
2020,Hipertension,102788,Morelos
2020,Hipertension,63001,Nayarit
2020,Hipertension,983634,Nuevo León
2020,Hipertension,59695,Oaxaca
2020,Hipertension,311504,Puebla
2020,Hipertension,103801,Querétaro
2020,Hipertension,81611,Quintana Roo
2020,Hipertension,174446,San Luis Potosí
2020,Hipertension,164824,Sinaloa
2020,Hipertension,168496,Sonora
2020,Hipertension,52835,Tabasco
2020,Hipertension,204242,Tamaulipas
2020,Hipertension,41669,Tlaxcala
2020,Hipertension,322547,Veracruz
2020,Hipertension,77909,Yucatán
2020,Hipertension,30026,Zacatecas
2021,Hipertension,114433,Aguascalientes
2021,Hipertension,352180,Baja California
2021,Hipertension,58909,Baja California Sur
2021,Hipertension,72423,Campeche
2021,Hipertension,348884,Coahuila
2021,Hipertension,67946,Colima
2021,Hipertension,107954,Chiapas
2021,Hipertension,238758,Chihuahua
2021,Hipertension,1220976,Distrito Federal
2021,Hipertension,185951,Durango
2021,Hipertension,239910,Guanajuato
2021,Hipertension,101451,Guerrero
2021,Hipertension,117528,Hidalgo
2021,Hipertension,630877,Jalisco
2021,Hipertension,944623,México
2021,Hipertension,205114,Michoacán
2021,Hipertension,207043,Morelos
2021,Hipertension,95304,Nayarit
2021,Hipertension,1340925,Nuevo León
2021,Hipertension,89650,Oaxaca
2021,Hipertension,412676,Puebla
2021,Hipertension,149732,Querétaro
2021,Hipertension,155611,Quintana Roo
2021,Hipertension,267322,San Luis Potosí
2021,Hipertension,229373,Sinaloa
2021,Hipertension,244162,Sonora
2021,Hipertension,80534,Tabasco
2021,Hipertension,310505,Tamaulipas
2021,Hipertension,59705,Tlaxcala
2021,Hipertension,435501,Veracruz
2021,Hipertension,133583,Yucatán
2021,Hipertension,48133,Zacatecas
2022,Hipertension,160928,Aguascalientes
2022,Hipertension,524056,Baja California
2022,Hipertension,154212,Baja California Sur
2022,Hipertension,90236,Campeche
2022,Hipertension,457513,Coahuila
2022,Hipertension,95098,Colima
2022,Hipertension,133547,Chiapas
2022,Hipertension,327233,Chihuahua
2022,Hipertension,524195,Distrito Federal
2022,Hipertension,126915,Durango
2022,Hipertension,161084,Guanajuato
2022,Hipertension,830388,Guerrero
2022,Hipertension,843952,Hidalgo
2022,Hipertension,476910,Jalisco
2022,Hipertension,470902,México
2022,Hipertension,119559,Michoacán
2022,Hipertension,1299018,Morelos
2022,Hipertension,121384,Nayarit
2022,Hipertension,588798,Nuevo León
2022,Hipertension,209610,Oaxaca
2022,Hipertension,193336,Puebla
2022,Hipertension,293176,Querétaro
2022,Hipertension,365352,Quintana Roo
2022,Hipertension,284614,San Luis Potosí
2022,Hipertension,105978,Sinaloa
2022,Hipertension,410847,Sonora
2022,Hipertension,83774,Tabasco
2022,Hipertension,352064,Tamaulipas
2022,Hipertension,223099,Tlaxcala
2022,Hipertension,269420,Veracruz
2022,Hipertension,473541,Yucatán
2022,Hipertension,1117895,Zacatecas
2000,Tuberculosis,7349,Aguascalientes
2000,Tuberculosis,11284,Baja California
2000,Tuberculosis,3366,Baja California Sur
2000,Tuberculosis,3515,Campeche
2000,Tuberculosis,18730,Coahuila
2000,Tuberculosis,5338,Colima
2000,Tuberculosis,10897,Chiapas
2000,Tuberculosis,30410,Chihuahua
2000,Tuberculosis,52578,Distrito Federal
2000,Tuberculosis,10237,Durango
2000,Tuberculosis,16251,Guanajuato
2000,Tuberculosis,11560,Guerrero
2000,Tuberculosis,6128,Hidalgo
2000,Tuberculosis,34792,Jalisco
2000,Tuberculosis,41576,México
2000,Tuberculosis,10299,Michoacán
2000,Tuberculosis,11630,Morelos
2000,Tuberculosis,6559,Nayarit
2000,Tuberculosis,29978,Nuevo León
2000,Tuberculosis,7546,Oaxaca
2000,Tuberculosis,13154,Puebla
2000,Tuberculosis,7586,Querétaro
2000,Tuberculosis,4869,Quintana Roo
2000,Tuberculosis,8731,San Luis Potosí
2000,Tuberculosis,16980,Sinaloa
2000,Tuberculosis,13196,Sonora
2000,Tuberculosis,4353,Tabasco
2000,Tuberculosis,24888,Tamaulipas
2000,Tuberculosis,2497,Tlaxcala
2000,Tuberculosis,39600,Veracruz
2000,Tuberculosis,4311,Yucatán
2000,Tuberculosis,4181,Zacatecas
2001,Tuberculosis,6904,Aguascalientes
2001,Tuberculosis,12771,Baja California
2001,Tuberculosis,3546,Baja California Sur
2001,Tuberculosis,3766,Campeche
2001,Tuberculosis,14460,Coahuila
2001,Tuberculosis,5111,Colima
2001,Tuberculosis,10934,Chiapas
2001,Tuberculosis,29238,Chihuahua
2001,Tuberculosis,42238,Distrito Federal
2001,Tuberculosis,10011,Durango
2001,Tuberculosis,15619,Guanajuato
2001,Tuberculosis,14736,Guerrero
2001,Tuberculosis,6848,Hidalgo
2001,Tuberculosis,35593,Jalisco
2001,Tuberculosis,34798,México
2001,Tuberculosis,9269,Michoacán
2001,Tuberculosis,10323,Morelos
2001,Tuberculosis,5464,Nayarit
2001,Tuberculosis,31978,Nuevo León
2001,Tuberculosis,8803,Oaxaca
2001,Tuberculosis,11443,Puebla
2001,Tuberculosis,6721,Querétaro
2001,Tuberculosis,3453,Quintana Roo
2001,Tuberculosis,8184,San Luis Potosí
2001,Tuberculosis,14523,Sinaloa
2001,Tuberculosis,13145,Sonora
2001,Tuberculosis,6463,Tabasco
2001,Tuberculosis,26046,Tamaulipas
2001,Tuberculosis,4094,Tlaxcala
2001,Tuberculosis,38316,Veracruz
2001,Tuberculosis,4319,Yucatán
2001,Tuberculosis,5282,Zacatecas
2002,Tuberculosis,5582,Aguascalientes
2002,Tuberculosis,9594,Baja California
2002,Tuberculosis,2528,Baja California Sur
2002,Tuberculosis,3682,Campeche
2002,Tuberculosis,16324,Coahuila
2002,Tuberculosis,4052,Colima
2002,Tuberculosis,9165,Chiapas
2002,Tuberculosis,23865,Chihuahua
